"Protein_id","short.name","mRNA_ID","b.name","start.point","stop.point","length","operon.name"
"YP_003043572.1","sbcC","ECB_00345","b0397",411831,414977,3146,"no_op"
"YP_003043573.1","sbcD","ECB_00346","b0398",414974,416176,1202,"sbcDC"
"YP_003043574.1","phoB","ECB_00347","b0399",416366,417055,689,"no_op"
"YP_003043575.1","phoR","ECB_00348","b0400",417113,418408,1295,"no_op"
"YP_003043576.1","brnQ","ECB_00349","b0401",418815,420134,1319,"no_op"
"YP_003043577.1","proY","ECB_00350","b0402",420210,421583,1373,"brnQ-proY"
"YP_003043578.1","malZ","ECB_00351","b0403",421742,423556,1814,"no_op"
"YP_003043579.1","queA","ECB_00353","b0405",424235,425305,1070,"no_op"
"YP_003043580.1","tgt","ECB_00354","b0406",425361,426488,1127,"no_op"
"YP_003043581.1","yajC","ECB_00355","b0407",426511,426843,332,"tgt-yajC-secDF"
"YP_003043582.1","secD","ECB_00356","b0408",426871,428718,1847,"tgt-yajC-secDF"
"YP_003043583.1","secF","ECB_00357","b0409",428729,429700,971,"tgt-yajC-secDF"
"YP_003043584.1","yajD","ECB_00358","b0410",429829,430176,347,"tgt-yajC-secDF"
"YP_003043585.1","tsx","ECB_00359","b0411",430353,431237,884,"no_op"
"YP_003043586.1","yajI","ECB_00360","b0412",431536,432075,539,"no_op"
"YP_003043587.1","nrdR","ECB_00361","b0413",432226,432675,449,"no_op"
"YP_003043588.1","ribD","ECB_00362","b0414",432679,433782,1103,"no_op"
"YP_003043589.1","ribH","ECB_00363","b0415",0,0,0,"no_op"
"YP_003043590.1","nusB","ECB_00364","b0416",434361,434780,419,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003043591.1","thiL","ECB_00365","b0417",434858,435835,977,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003043592.1","pgpA","ECB_00366","b0418",435813,436331,518,"nrdR-ribDE-nusB-thiL-pgpA"
"YP_003043593.1","yajO","ECB_00367","b0419",436385,437359,974,"no_op"
"YP_003043594.1","dxs","ECB_00368","b0420",437539,439401,1862,"xseB-ispA-dxs-yajO"
"YP_003043595.1","ispA","ECB_00369","b0421",439426,440325,899,"xseB-ispA-dxs-yajO"
"YP_003043596.1","xseB","ECB_00370","b0422",440325,440567,242,"xseB-ispA-dxs-yajO"
"YP_003043597.1","thiI","ECB_00371","b0423",440773,442221,1448,"no_op"
"YP_003043598.1","thiJ","ECB_00372","b0424",0,0,0,"no_op"
"YP_003043599.1","apbA","ECB_00373","b0425",0,0,0,"no_op"
"YP_003043600.1","yajQ","ECB_00374","b0426",443907,444398,491,"panE-yajL"
"YP_003043601.1","yajR","ECB_00375","b0427",444526,445890,1364,"no_op"
"YP_003043605.1","cyoE","ECB_00379","b0428",446039,446929,890,"no_op"
"YP_003043606.1","cyoD","ECB_00380","b0429",446941,447270,329,"cyoABCDE"
"YP_003043607.1","cyoC","ECB_00381","b0430",447270,447884,614,"cyoABCDE"
"YP_003043608.1","cyoB","ECB_00382","b0431",447874,449865,1991,"cyoABCDE"
"YP_003043609.1","cyoA","ECB_00383","b0432",449887,450834,947,"cyoABCDE"
"YP_003043610.1","ampG","ECB_00384","b0433",451294,452769,1475,"no_op"
"YP_003043611.1","yajG","ECB_00385","b0434",452813,453391,578,"yajG-ampG"
"YP_003043612.1","bolA","ECB_00386","b0435",453696,454013,317,"yajG-ampG"
"YP_003043613.1","tig","ECB_00387","b0436",454357,455655,1298,"no_op"
"YP_003043614.1","clpP","ECB_00388","b0437",455901,456524,623,"no_op"
"YP_003043615.1","clpX","ECB_00389","b0438",456650,457924,1274,"no_op"
"YP_003043617.1","lon","ECB_00391","b0439",458112,460466,2354,"clpPX-lon"
"YP_003043618.1","hupB","ECB_00392","b0440",460675,460947,272,"clpPX-lon"
"YP_003043619.1","ppiD","ECB_00393","b0441",461139,463010,1871,"no_op"
"YP_003043620.1","ybaV","ECB_00394","b0442",463161,463532,371,"ppiD"
"YP_003043621.1","ybaW","ECB_00395","b0443",0,0,0,"no_op"
"YP_003043622.1","ybaX","ECB_00396","b0444",0,0,0,"no_op"
"YP_003043623.1","ybaE","ECB_00397","b0445",464836,466536,1700,"no_op"
"YP_003043624.1","cof","ECB_00398","b0446",466636,467454,818,"no_op"
"YP_003043625.1","ybaO","ECB_00399","b0447",467607,468065,458,"cof"
"YP_003043626.1","mdlA","ECB_00400","b0448",468095,469867,1772,"no_op"
"YP_003043627.1","mdlB","ECB_00401","b0449",469860,471641,1781,"mdlAB"
"YP_003043628.1","glnK","ECB_00402","b0450",471822,472160,338,"mdlAB"
"YP_003043629.1","amtB","ECB_00403","b0451",472190,473476,1286,"no_op"
"YP_003043630.1","tesB","ECB_00404","b0452",473525,474385,860,"no_op"
"YP_003043631.1","ybaY","ECB_00405","b0453",474603,475175,572,"no_op"
"YP_003043632.1","ybaZ","ECB_00406","b0454",0,0,0,"no_op"
"YP_003043633.1","ybaA","ECB_00407","b0456",475896,476249,353,"no_op"
"YP_003043634.1","ylaB","ECB_00408","b0457",476291,477841,1550,"no_op"
"YP_003043635.1","ylaC","ECB_00409","b0458",478005,478475,470,"pdeB"
"YP_003043636.1","maa","ECB_00410","b0459",478591,479142,551,"no_op"
"YP_003043637.1","hha","ECB_00411","b0460",479314,479532,218,"no_op"
"YP_003043638.1","ybaJ","ECB_00412","b0461",0,0,0,"no_op"
"YP_003043639.1","acrB","ECB_00413","b0462",480478,483627,3149,"no_op"
"YP_003043640.1","acrA","ECB_00414","b0463",483650,484843,1193,"acrAB"
"YP_003043641.1","acrR","ECB_00415","b0464",484985,485632,647,"no_op"
"YP_003043642.1","kefA","ECB_00416","b0465",0,0,0,"no_op"
"YP_003043643.1","ybaM","ECB_00417","b0466",489334,489495,161,"mscK"
"YP_003043644.1","priC","ECB_00418","b0467",489509,490036,527,"no_op"
"YP_003043645.1","ybaN","ECB_00419","b0468",490106,490483,377,"no_op"
"YP_003043646.1","apt","ECB_00420","b0469",490636,491187,551,"no_op"
"YP_003043647.1","dnaX","ECB_00421","b0470",491316,493247,1931,"no_op"
"YP_003043648.1","ybaB","ECB_00422","b0471",493300,493629,329,"dnaX"
"YP_003043649.1","recR","ECB_00423","b0472",493629,494234,605,"no_op"
"YP_003043650.1","htpG","ECB_00424","b0473",494344,496218,1874,"no_op"
"YP_003043651.1","adk","ECB_00425","b0474",496399,497043,644,"no_op"
"YP_003043652.1","hemH","ECB_00426","b0475",497279,498241,962,"no_op"
"YP_003043653.1","aes","ECB_00427","b0476",498238,499197,959,"no_op"
"YP_003043654.1","gsk","ECB_00428","b0477",499349,500653,1304,"no_op"
"YP_003043655.1","ybaL","ECB_00429","b0478",500786,502462,1676,"no_op"
"YP_003043656.1","fsr","ECB_00430","b0479",502700,503920,1220,"no_op"
"YP_003043657.1","ushA","ECB_00431","b0480",504138,505790,1652,"no_op"
"YP_003043658.1","ybaK","ECB_00432","b0481",505827,506306,479,"ushA"
"YP_003043659.1","ybaP","ECB_00433","b0482",506510,507304,794,"no_op"
"YP_003043660.1","ybaQ","ECB_00434","b0483",507442,507783,341,"ybaP"
"YP_003043661.1","copA","ECB_00435","b0484",508099,510603,2504,"no_op"
"YP_003043662.1","ybaS","ECB_00436","b0485",510865,511797,932,"no_op"
"YP_003043663.1","ybaT","ECB_00437","b0486",511800,513092,1292,"ybaST"
"YP_003043664.1","cueR","ECB_00438","b0487",513217,513624,407,"ybaST"
"YP_003043665.1","ybbJ","ECB_00439","b0488",513625,514083,458,"no_op"
"YP_003043666.1","ybbK","ECB_00440","b0489",0,0,0,"no_op"
"YP_003043667.1","ybbL","ECB_00441","b0490",0,0,0,"no_op"
"YP_003043668.1","ybbM","ECB_00442","b0491",0,0,0,"no_op"
"YP_003043669.1","ybbN","ECB_00443","b0492",516649,517503,854,"no_op"
"YP_003043670.1","ybbO","ECB_00444","b0493",517564,518373,809,"no_op"
"YP_003043671.1","tesA","ECB_00445","b0494",518363,518989,626,"tesA-ybbO"
"YP_003043672.1","ybbA","ECB_00446","b0495",518957,519643,686,"tesA-ybbO"
"YP_003043673.1","ybbP","ECB_00447","b0496",519640,522054,2414,"no_op"
"YP_003043674.1","rhsD","ECB_00448","b0497",522485,526765,4280,"no_op"
"YP_003043675.1","ybbC","ECB_00449","b0498",526805,527173,368,"rhsD-ybbC-ylbH-ybbD"
"YP_003043676.1","ylbH","ECB_00450","b0499",527173,527883,710,"rhsD-ybbC-ylbH-ybbD"
"YP_003043679.1","ybbB","ECB_00453","b0503",529356,530450,1094,"no_op"
"YP_003043680.1","ybbS","ECB_00454","b0504",0,0,0,"no_op"
"YP_003043681.1","allA","ECB_00455","b0505",531675,532157,482,"allS"
"YP_003043682.1","allR","ECB_00456","b0506",532235,533050,815,"no_op"
"YP_003043683.1","gcl","ECB_00457","b0507",533140,534921,1781,"no_op"
"YP_003043684.1","hyi","ECB_00458","b0508",534934,535710,776,"gcl-hyi-glxR-ybbW-allB-ybbY-glxK"
"YP_003043685.1","glxR","ECB_00459","b0509",535810,536688,878,"gcl-hyi-glxR-ybbW-allB-ybbY-glxK"
"YP_003043687.1","allP","ECB_00461","b0511",0,0,0,"no_op"
"YP_003043688.1","allB","ECB_00462","b0512",538371,539732,1361,"gcl-hyi-glxR-ybbW-allB-ybbY-glxK"
"YP_003043689.1","ybbY","ECB_00463","b0513",539789,541090,1301,"gcl-hyi-glxR-ybbW-allB-ybbY-glxK"
"YP_003043690.1","glxK","ECB_00464","b0514",541112,542257,1145,"gcl-hyi-glxR-ybbW-allB-ybbY-glxK"
"YP_003043691.1","ylbA","ECB_00465","b0515",0,0,0,"no_op"
"YP_003043692.1","allC","ECB_00466","b0516",543281,544516,1235,"allDCE"
"YP_003043693.1","allD","ECB_00467","b0517",544538,545587,1049,"allDCE"
"YP_003043694.1","fdrA","ECB_00468","b0518",545904,547571,1667,"no_op"
"YP_003043696.1","ylbF","ECB_00470","b0520",548850,549665,815,"fdrA-ylbEF-ybcF"
"YP_003043697.1","arcC","ECB_00471","b0521",0,0,0,"no_op"
"YP_003043698.1","purK","ECB_00472","b0522",550750,551817,1067,"no_op"
"YP_003043699.1","purE","ECB_00473","b0523",551814,552323,509,"purEK"
"YP_003043700.1","ybbF","ECB_00474","b0524",0,0,0,"no_op"
"YP_003043701.1","ppiB","ECB_00475","b0525",553166,553660,494,"no_op"
"YP_003043702.1","cysS","ECB_00476","b0526",553834,555219,1385,"no_op"
"YP_003043703.1","ybcI","ECB_00477","b0527",555255,555776,521,"cysS"
"YP_003043704.1","ybcJ","ECB_00478","b0528",555884,556096,212,"no_op"
"YP_003043705.1","folD","ECB_00479","b0529",556098,556964,866,"no_op"
"YP_003043706.1","sfmA","ECB_00480","b0530",557435,557977,542,"no_op"
"YP_003043707.1","sfmC","ECB_00481","b0531",558197,558889,692,"no_op"
"YP_003043708.1","sfmD","ECB_00482","b0532",558920,561523,2603,"no_op"
"YP_003043709.1","sfmH","ECB_00483","b0533",561565,562542,977,"no_op"
"YP_003043710.1","sfmF","ECB_00484","b0534",562553,563068,515,"sfmHF"
"YP_003043711.1","fimZ","ECB_00485","b0535",563071,563703,632,"sfmHF"
"YP_003043712.1","intD","ECB_00486","b0537",564038,565201,1163,"no_op"
"YP_003043718.1","emrE","ECB_00493","b0543",567538,567870,332,"insE-3EF-3F-3"
"YP_003043719.1","ybcK","ECB_00494","b0544",568125,569651,1526,"no_op"
"YP_003043720.1","ybcL","ECB_00495","b0545",570116,570667,551,"no_op"
"YP_003043721.1","ybcM","ECB_00496","b0546",570677,571474,797,"no_op"
"YP_003043722.1","ybcN","ECB_00497","b0547",571689,572144,455,"ybcLM"
"YP_003043723.1","ninE","ECB_00498","b0548",572144,572314,170,"no_op"
"YP_003043724.1","ybcO","ECB_00499","b0549",572307,572597,290,"no_op"
"YP_003043727.1","ybcQ","ECB_00502","b0551",573179,573562,383,"ybcN-ninE-ybcO-rusA-ylcG"
"YP_003043730.1","ybcR","ECB_00506","b0554",0,0,0,"no_op"
"YP_003043731.1","ybcS","ECB_00507","b0555",0,0,0,"no_op"
"YP_003043732.1","ybcT","ECB_00508","b0556",0,0,0,"no_op"
"YP_003043733.1","ybcU","ECB_00509","b0557",0,0,0,"no_op"
"YP_003044716.1","ybcW","ECB_01513","b0559",579103,579309,206,"no_op"
"YP_003043735.1","nohB","ECB_00511","b0560",580057,580602,545,"no_op"
"YP_003043742.1","appY","ECB_00518","b0564",582904,583653,749,"no_op"
"YP_003043743.1","ompT","ECB_00519","b0565",583903,584856,953,"no_op"
"YP_003043744.1","envY","ECB_00520","b0566",585370,586131,761,"envY-ompT"
"YP_003043745.1","ybcH","ECB_00521","b0567",586314,587204,890,"no_op"
"YP_003043746.1","nfrA","ECB_00522","b0568",587205,590177,2972,"no_op"
"YP_003043754.1","cusS","ECB_00531","b0570",592551,593993,1442,"no_op"
"YP_003043755.1","cusR","ECB_00532","b0571",593983,594666,683,"cusRS"
"YP_003043756.1","cusC","ECB_00533","b0572",594823,596196,1373,"no_op"
"YP_003043757.1","ylcC","ECB_00534","b0573",0,0,0,"no_op"
"YP_003043758.1","cusB","ECB_00535","b0574",596702,597925,1223,"cusCFBA"
"YP_003043759.1","cusA","ECB_00536","b0575",597937,601080,3143,"cusCFBA"
"YP_003043760.1","pheP","ECB_00537","b0576",601182,602558,1376,"no_op"
"YP_003043761.1","ybdG","ECB_00538","b0577",602639,603886,1247,"no_op"
"YP_003043762.1","nfnB","ECB_00539","b0578",0,0,0,"no_op"
"YP_003043763.1","ybdF","ECB_00540","b0579",604741,605109,368,"no_op"
"YP_003043764.1","ybdJ","ECB_00541","b0580",605174,605422,248,"nfsB"
"YP_003043765.1","ybdK","ECB_00542","b0581",605488,606606,1118,"no_op"
"YP_003043771.1","entD","ECB_00549","b0583",608682,609302,620,"no_op"
"YP_003043772.1","fepA","ECB_00550","b0584",609477,611717,2240,"fepA-entD"
"YP_003043773.1","fes","ECB_00551","b0585",612038,613162,1124,"no_op"
"YP_003043775.1","entF","ECB_00553","b0586",613380,617261,3881,"fes-ybdZ-entF-fepE"
"YP_003043776.1","fepE","ECB_00554","b0587",617477,618610,1133,"fes-ybdZ-entF-fepE"
"YP_003043777.1","fepC","ECB_00555","b0588",618607,619422,815,"no_op"
"YP_003043778.1","fepG","ECB_00556","b0589",619419,620411,992,"fepDGC"
"YP_003043779.1","fepD","ECB_00557","b0590",620408,621412,1004,"fepDGC"
"YP_003043780.1","ybdA","ECB_00558","b0591",0,0,0,"no_op"
"YP_003043781.1","fepB","ECB_00559","b0592",622777,623733,956,"no_op"
"YP_003043782.1","entC","ECB_00560","b0593",624108,625283,1175,"no_op"
"YP_003043783.1","entE","ECB_00561","b0594",625293,626903,1610,"entCEBAH"
"YP_003043784.1","entB","ECB_00562","b0595",626917,627774,857,"entCEBAH"
"YP_003043785.1","entA","ECB_00563","b0596",627774,628520,746,"entCEBAH"
"YP_003043786.1","ybdB","ECB_00564","b0597",0,0,0,"no_op"
"YP_003043788.1","ybdH","ECB_00567","b0599",631612,632700,1088,"no_op"
"YP_003043789.1","ybdL","ECB_00568","b0600",632809,633969,1160,"no_op"
"YP_003043790.1","ybdM","ECB_00569","b0601",633970,634599,629,"ybdL"
"YP_003043791.1","ybdN","ECB_00570","b0602",634572,635792,1220,"no_op"
"YP_003043794.1","dsbG","ECB_00573","b0604",637050,637796,746,"no_op"
"YP_003043795.1","ahpC","ECB_00574","b0605",638168,638731,563,"no_op"
"YP_003043796.1","ahpF","ECB_00575","b0606",638976,640541,1565,"ahpCF"
"YP_003043797.1","ybdQ","ECB_00576","b0607",0,0,0,"no_op"
"YP_003043798.1","ybdR","ECB_00577","b0608",641311,642549,1238,"no_op"
"YP_003043799.1","rnk","ECB_00578","b0610",642780,643190,410,"ybdR"
"YP_003043800.1","rna","ECB_00579","b0611",643420,644226,806,"no_op"
"YP_003043801.1","citT","ECB_00580","b0612",644340,645803,1463,"no_op"
"YP_003043802.1","citG","ECB_00581","b0613",645854,646732,878,"no_op"
"YP_003043803.1","citX","ECB_00582","b0614",646707,647258,551,"citCDEFXG"
"YP_003043804.1","citF","ECB_00583","b0615",647262,648794,1532,"citCDEFXG"
"YP_003043805.1","citE","ECB_00584","b0616",648805,649713,908,"citCDEFXG"
"YP_003043806.1","citD","ECB_00585","b0617",649710,650006,296,"citCDEFXG"
"YP_003043807.1","citC","ECB_00586","b0618",650021,651079,1058,"citCDEFXG"
"YP_003043810.1","citA","ECB_00589","b0619",0,0,0,"no_op"
"YP_003043811.1","dpiA","ECB_00590","b0620",653085,653765,680,"dpiBA"
"YP_003043812.1","dcuC","ECB_00591","b0621",653806,655191,1385,"no_op"
"YP_003043813.1","pagP","ECB_00592","b0622",655780,656340,560,"no_op"
"YP_003043814.1","cspE","ECB_00593","b0623",656515,656724,209,"no_op"
"YP_003043817.1","tatE","ECB_00596","b0627",658170,658373,203,"ybeM_1M_2"
"YP_003043818.1","lipA","ECB_00597","b0628",658474,659439,965,"no_op"
"YP_003043819.1","ybeF","ECB_00598","b0629",659648,660601,953,"no_op"
"YP_003043820.1","lipB","ECB_00599","b0630",660860,661501,641,"no_op"
"YP_003043821.1","ybeD","ECB_00600","b0631",661602,661865,263,"no_op"
"YP_003043822.1","dacA","ECB_00601","b0632",661975,663186,1211,"no_op"
"YP_003043823.1","rlpA","ECB_00602","b0633",663325,664413,1088,"no_op"
"YP_003043824.1","mrdB","ECB_00603","b0634",664424,665536,1112,"rsfS-rlmH-mrdAB-rlpA"
"YP_003043825.1","mrdA","ECB_00604","b0635",665539,667440,1901,"rsfS-rlmH-mrdAB-rlpA"
"YP_003043826.1","ybeA","ECB_00605","b0636",0,0,0,"no_op"
"YP_003043827.1","ybeB","ECB_00606","b0637",0,0,0,"no_op"
"YP_003043828.1","phpB","ECB_00607","b0638",0,0,0,"no_op"
"YP_003043829.1","nadD","ECB_00608","b0639",669154,669795,641,"no_op"
"YP_003043830.1","holA","ECB_00609","b0640",669797,670828,1031,"leuS-lptE-holA-nadD-cobC"
"YP_003043831.1","rlpB","ECB_00610","b0641",0,0,0,"no_op"
"YP_003043832.1","leuS","ECB_00611","b0642",671424,674006,2582,"leuS-lptE-holA-nadD-cobC"
"YP_003043833.1","ybeL","ECB_00612","b0643",674241,674723,482,"leuS-lptE-holA-nadD-cobC"
"YP_003043834.1","ybeR","ECB_00614","b0645",675934,676641,707,"no_op"
"YP_003043835.1","ybeV","ECB_00615","b0649",0,0,0,"no_op"
"YP_003043836.1","hscC","ECB_00616","b0650",680946,682616,1670,"no_op"
"YP_003043837.1","rihA","ECB_00617","b0651",682700,683635,935,"no_op"
"YP_003043840.1","gltK","ECB_00621","b0653",684478,685152,674,"no_op"
"YP_003043841.1","gltJ","ECB_00622","b0654",685152,685892,740,"gltI-sroC-gltJKL"
"YP_003043842.1","gltI","ECB_00623","b0655",686062,686970,908,"gltI-sroC-gltJKL"
"YP_003043844.1","lnt","ECB_00625","b0657",688566,690104,1538,"no_op"
"YP_003043845.1","ybeX","ECB_00626","b0658",690129,691007,878,"ybeZYX-lnt"
"YP_003043846.1","ybeY","ECB_00627","b0659",691097,691564,467,"ybeZYX-lnt"
"YP_003043847.1","ybeZ","ECB_00628","b0660",691561,692640,1079,"ybeZYX-lnt"
"YP_003043848.1","yleA","ECB_00629","b0661",0,0,0,"no_op"
"YP_003043849.1","ubiF","ECB_00630","b0662",694324,695499,1175,"no_op"
"YP_003043850.1","asnB","ECB_00631","b0674",696736,698400,1664,"no_op"
"YP_003043851.1","nagD","ECB_00632","b0675",0,0,0,"no_op"
"YP_003043852.1","nagC","ECB_00633","b0676",699597,700817,1220,"nagBAC-umpH"
"YP_003043853.1","nagA","ECB_00634","b0677",700826,701974,1148,"nagBAC-umpH"
"YP_003043854.1","nagB","ECB_00635","b0678",702034,702834,800,"nagBAC-umpH"
"YP_003043855.1","nagE","ECB_00636","b0679",703167,705113,1946,"no_op"
"YP_003043856.1","glnS","ECB_00637","b0680",705316,706980,1664,"no_op"
"YP_003043857.1","ybfM","ECB_00638","b0681",0,0,0,"no_op"
"YP_003043858.1","ybfN","ECB_00639","b0682",709013,709339,326,"chiP-ybfN"
"YP_003043859.1","fur","ECB_00640","b0683",709423,709869,446,"chiP-ybfN"
"YP_003043860.1","fldA","ECB_00641","b0684",710158,710688,530,"no_op"
"YP_003043861.1","ybfE","ECB_00642","b0685",710828,711121,293,"fldA-uof-fur"
"YP_003043862.1","ybfF","ECB_00643","b0686",711261,712025,764,"no_op"
"YP_003043863.1","seqA","ECB_00644","b0687",712210,712755,545,"ybfF"
"YP_003043864.1","pgm","ECB_00645","b0688",712781,714421,1640,"no_op"
"YP_003043865.1","ybfP","ECB_00646","b0689",714635,715129,494,"seqA-pgm"
"YP_003043867.1","potE","ECB_00648","b0692",716169,717488,1319,"no_op"
"YP_003043868.1","speF","ECB_00649","b0693",717485,719683,2198,"speF-potE"
"YP_003043870.1","kdpE","ECB_00651","b0694",720279,720956,677,"no_op"
"YP_003043871.1","kdpD","ECB_00652","b0695",720953,723637,2684,"no_op"
"YP_003043872.1","kdpC","ECB_00653","b0696",723630,724202,572,"kdpDE"
"YP_003043873.1","kdpB","ECB_00654","b0697",724211,726259,2048,"no_op"
"YP_003043874.1","kdpA","ECB_00655","b0698",726282,727955,1673,"kdpFABC"
"YP_003043876.1","ybfA","ECB_00657","b0699",728357,728563,206,"kdpFABC"
"YP_003043877.1","rhsC","ECB_00658","b0700",728806,732999,4193,"no_op"
"YP_003043878.1","ybfB","ECB_00659","b0702",732999,733325,326,"rhsC-ybfB"
"YP_003043879.1","ybfO","ECB_00660","b0703",733443,734876,1433,"no_op"
"YP_003043880.1","ybfC","ECB_00661","b0704",734873,735442,569,"ybfOC"
"YP_003043884.1","ybfD","ECB_00666","b0706",737315,738076,761,"no_op"
"YP_003043885.1","ybgA","ECB_00667","b0707",738224,738733,509,"ybfD"
"YP_003043886.1","phrB","ECB_00668","b0708",0,0,0,"no_op"
"YP_003043887.1","ybgH","ECB_00669","b0709",0,0,0,"no_op"
"YP_003043888.1","ybgI","ECB_00670","b0710",742050,742793,743,"no_op"
"YP_003043889.1","ybgJ","ECB_00671","b0711",742816,743472,656,"no_op"
"YP_003043890.1","ybgK","ECB_00672","b0712",743466,744398,932,"ybgIJKL-nei"
"YP_003043891.1","ybgL","ECB_00673","b0713",744388,745122,734,"ybgIJKL-nei"
"YP_003043892.1","nei","ECB_00674","b0714",745158,745949,791,"ybgIJKL-nei"
"YP_003043893.1","abrB","ECB_00675","b0715",745946,746992,1046,"no_op"
"YP_003043894.1","ybgO","ECB_00676","b0716",747144,748205,1061,"no_op"
"YP_003043895.1","ybgP","ECB_00677","b0717",748202,748930,728,"ybgQPO"
"YP_003043896.1","ybgQ","ECB_00678","b0718",748945,751392,2447,"ybgQPO"
"YP_003043897.1","ybgD","ECB_00679","b0719",751452,752018,566,"ybgQPO"
"YP_003043898.1","gltA","ECB_00680","b0720",752408,753691,1283,"no_op"
"YP_003043899.1","sdhC","ECB_00681","b0721",754400,754789,389,"no_op"
"YP_003043900.1","sdhD","ECB_00682","b0722",754783,755130,347,"no_op"
"YP_003043901.1","sdhA","ECB_00683","b0723",755130,756896,1766,"no_op"
"YP_003043902.1","sdhB","ECB_00684","b0724",756912,757628,716,"sdhCDAB-sucABCD"
"YP_003043903.1","sucA","ECB_00685","b0726",757929,760730,2801,"sdhCDAB-sucABCD"
"YP_003043904.1","sucB","ECB_00686","b0727",760745,761962,1217,"sdhCDAB-sucABCD"
"YP_003043905.1","sucC","ECB_00687","b0728",762237,763403,1166,"sdhCDAB-sucABCD"
"YP_003043906.1","sucD","ECB_00688","b0729",763403,764272,869,"sdhCDAB-sucABCD"
"YP_003043907.1","farR","ECB_00689","b0730",0,0,0,"no_op"
"YP_003043908.1","hrsA","ECB_00690","b0731",0,0,0,"no_op"
"YP_003043909.1","ybgG","ECB_00691","b0732",0,0,0,"no_op"
"YP_003043910.1","cydA","ECB_00692","b0733",770681,772249,1568,"no_op"
"YP_003043911.1","cydB","ECB_00693","b0734",772265,773404,1139,"cydAB"
"YP_003043913.1","ybgE","ECB_00695","b0735",773532,773825,293,"cydAB"
"YP_003043914.1","ybgC","ECB_00696","b0736",773975,774379,404,"no_op"
"YP_003043915.1","tolQ","ECB_00697","b0737",774376,775068,692,"no_op"
"YP_003043916.1","tolR","ECB_00698","b0738",775072,775500,428,"ybgC-tolQRA"
"YP_003043917.1","tolA","ECB_00699","b0739",775565,776830,1265,"ybgC-tolQRA"
"YP_003043918.1","tolB","ECB_00700","b0740",776963,778255,1292,"no_op"
"YP_003043919.1","pal","ECB_00701","b0741",778290,778811,521,"tolB-pal-cpoB"
"YP_003043920.1","ybgF","ECB_00702","b0742",778821,779612,791,"tolB-pal-cpoB"
"YP_003043921.1","nadA","ECB_00703","b0750",781308,782351,1043,"no_op"
"YP_003043922.1","pnuC","ECB_00704","b0751",782389,783108,719,"nadA-pnuC"
"YP_003043923.1","ybgR","ECB_00705","b0752",0,0,0,"no_op"
"YP_003043924.1","ybgS","ECB_00706","b0753",784160,784540,380,"zitB"
"YP_003043925.1","aroG","ECB_00707","b0754",784856,785908,1052,"no_op"
"YP_003043926.1","gpmA","ECB_00708","b0755",786066,786818,752,"no_op"
"YP_003043927.1","galM","ECB_00709","b0756",787020,788060,1040,"no_op"
"YP_003043928.1","galK","ECB_00710","b0757",788054,789202,1148,"galETKM"
"YP_003043929.1","galT","ECB_00711","b0758",789206,790252,1046,"galETKM"
"YP_003043930.1","galE","ECB_00712","b0759",790262,791278,1016,"galETKM"
"YP_003043931.1","modF","ECB_00713","b0760",791539,793011,1472,"no_op"
"YP_003043932.1","modE","ECB_00714","b0761",793079,793867,788,"modEF"
"YP_003043933.1","ybhT","ECB_00715","b0762",0,0,0,"no_op"
"YP_003043934.1","modA","ECB_00716","b0763",794312,795085,773,"no_op"
"YP_003043935.1","modB","ECB_00717","b0764",795085,795774,689,"no_op"
